num, name, organism, type, Dataset, Platforms, samples, series1,series2
9421,Dexamethasone induced gene expression changes in the human trabecular meshwork,Homo sapiens,Expression profiling by array,NoData,GPL570,10,GSE37474,GSE37474
9422,The contribution of RNA decay quantitative trait loci to inter-individual variation in steady-state gene expression levels,Homo sapiens,Expression profiling by array,NoData,GPL10558,350,GSE37451,GSE37451
9423,Discovery of a Novel Human Polyomavirus in Acute Diarrheal Samples from Children,Homo sapiens; Viruses,Expression profiling by array,NoData,GPL15905,12,GSE40008,GSE40008
9424,Detectable changes in the blood transcriptome are present after two weeks of antituberculosis therapy,Homo sapiens,Expression profiling by array,NoData,GPL10558,204,GSE40553,GSE40553
9425,Analysis of transcriptome changes in HeLa cells after knock-down of variant U1.8 snRNA,Homo sapiens,Expression profiling by array,NoData,GPL5188,8,GSE37623,GSE37623
9426,Butyrophilin 3A1 binds phosphorylated antigens and stimulates human TCR γδ cells.,Homo sapiens,Expression profiling by array,NoData,GPL5175,12,GSE37634,GSE37634
9427,Oral Samples (HOMIM-v.02); A Characterization of the Oral Microbiome in Allogeneic Stem Cell Transplant Patients,Bacteria; Homo sapiens,Expression profiling by array,NoData,GPL10444,113,GSE34439,GSE34439
9428,Molecular insights on the peripheral and intra-tumoral effects of systemic high dose rIL-2 (Aldesleukin) administration for the treatment of metastatic melanoma,Homo sapiens,Expression profiling by array,NoData,GPL13224,64,GSE32611,GSE32611
9429,Transcriptomics in response to cigarette smoking in humans,Homo sapiens,Expression profiling by array,NoData,GPL6480,44,GSE23323,GSE23323
9430,Angio-modulation in endothelial cells: an unexpected role of desmoglein-2 in regulating actin dynamics and its relevance to angiogenesis deregulation in systemic sclerosis,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE21547,GSE21547
9431,Screening for potential markers of metastases between low versus highly metastatic derived cell lines of same parental origin,Homo sapiens,Expression profiling by array,NoData,GPL4133,6,GSE41255,GSE41255
9432,Expression data from human primary keratinocytes,Homo sapiens,Expression profiling by array,NoData,GPL6244,2,GSE40233,GSE40233
9433,Expression profile of human HepG2 cells treated with PADMA28 ethanolic extracts or EtOH solvent control,Homo sapiens,Expression profiling by array,NoData,GPL570,2,GSE40580,GSE40580
9434,Resistance to Irreversible EGFR Tyrosine Kinase Inhibitors through a Multistep Mechanism Involving the IGF1R Pathway,Homo sapiens,Expression profiling by array,NoData,GPL571,8,GSE38404,GSE38404
9435,Phevalin (aureusimine B) production by Staphylococcus aureus biofilm and impacts on human keratinocyte gene expression,Homo sapiens,Expression profiling by array,NoData,GPL571,18,GSE32920,GSE32920
9436,Rotating wall vessel (RWV) grown A549s compared to monolayer grown A549s,Homo sapiens,Expression profiling by array,NoData,GPL4133,10,GSE36931,GSE36931
9437,Genome-wide identification of binding sites of Evi1 in human myeloid cell lines,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE16238,GSE16238
9438,Gene expression profiles in human oral squamous cell carcinoma tissues and cell lines,Homo sapiens,Expression profiling by array,NoData,GPL1426 GPL2986,24,GSE36090,GSE36090
9439,Regulation of Pattern Recognition Receptors by the Apolipoprotein A-I Mimetic Peptide 4F,Homo sapiens,Expression profiling by array,NoData,GPL6244,16,GSE36933,GSE36933
9440,Genome-wide expression analysis of autologous eutopic and ectopic endometrium from fertile Indian women with endometriosis,Homo sapiens,Expression profiling by array,NoData,GPL6480,36,GSE37837,GSE37837
9441,Divergent roles of ALS-linked proteins FUS/TLS and TDP-43 intersect in processing long pre-mRNAs,Mus musculus; Homo sapiens,Expression profiling by array; Expression profiling by high throughput sequencing,NoData,NoData,34,GSE40653,GSE40653
9442,Differential gene expression analysis of U87MG EGFRvA cells vs. U87MG EGFR cells,Homo sapiens,Expression profiling by array,NoData,GPL15684,2,GSE41230,GSE41230
9443,Methotrexate activates aspects of inflammation in EA.hy 926 cells,Homo sapiens,Expression profiling by array,NoData,GPL6244,12,GSE32008,GSE32008
9444,Regulation of gene expression in the postnatally developing monkey hippocampal formation,Macaca mulatta; Homo sapiens,Expression profiling by array,NoData,GPL570,80,GSE32590,GSE32590
9445,Investigation of archived formalin-fixed paraffin-embedded (FFPE) pancreatic tissue with whole-genome gene expression microarray.,Homo sapiens,Expression profiling by array,NoData,GPL14670,15,GSE32610,GSE32610
9446,Differences in cytokine production in human macrophages and in virulence in mice are attributable to the PA protein of H5N1 influenza viruses,Homo sapiens,Expression profiling by array,NoData,GPL13607,12,GSE40711,GSE40711
9447,Differentially Expressed Genes Regulating the Progression of Ductal Carcinoma In Situ to Invasive Breast Cancer (Group 1),Homo sapiens,Expression profiling by array,NoData,GPL8300,50,GSE41194,GSE41194
9448,Differentially Expressed Genes Regulating the Progression of Ductal Carcinoma In Situ to Invasive Breast Cancer (Group 4 stroma),Homo sapiens,Expression profiling by array,NoData,GPL1352,22,GSE41198,GSE41198
9449,Differentially Expressed Genes Regulating the Progression of Ductal Carcinoma In Situ to Invasive Breast Cancer (Group 3),Homo sapiens,Expression profiling by array,NoData,GPL8300,18,GSE41197,GSE41197
9450,Differentially Expressed Genes Regulating the Progression of Ductal Carcinoma In Situ to Invasive Breast Cancer (Group 2),Homo sapiens,Expression profiling by array,NoData,GPL8300,14,GSE41196,GSE41196
9451,"Genome-wide analysis of human and mouse macrophages, resting and activated",Mus musculus; Homo sapiens,Expression profiling by array,NoData,NoData,73,GSE35495,GSE35495
9452,Genome-wide analysis of human macrophages stimulated with IL-4 (10ng/ml) (Illumina),Homo sapiens,Expression profiling by array,NoData,GPL6947,6,GSE35434,GSE35434
9453,Genome-wide analysis of human macrophages stimulated with IL-4 (20ng/ml) (Illumina),Homo sapiens,Expression profiling by array,NoData,GPL6947,6,GSE35433,GSE35433
9454,LXR activation induces insulin resistance in primary human adipocytes,synthetic construct; Homo sapiens,Expression profiling by array; Non-coding RNA profiling by array,NoData,GPL6244 GPL8786,44,GSE41223,GSE41223
9455,Differentially Expressed Genes Regulating the Progression of Ductal Carcinoma In Situ to Invasive Breast Cancer,Homo sapiens,Expression profiling by array,NoData,GPL8300 GPL1352,126,GSE41228,GSE41228
9456,Differentially Expressed Genes Regulating the Progression of Ductal Carcinoma In Situ to Invasive Breast Cancer (Group 4 Epithelial),Homo sapiens,Expression profiling by array,NoData,GPL1352,22,GSE41227,GSE41227
9457,Integrative Transcriptomic Profiling reveals Hepatic Stem-like Phenotype and Interplay of EMT and miR-200c in Intrahepatic Cholangiocarcinoma [mRNA],Homo sapiens,Expression profiling by array,NoData,GPL6244,37,GSE32879,GSE32879
9458,Genome-wide profiling of methylation identifies novel targets with aberrant hypermethylation and reduced expression in low-risk myelodysplastic syndromes.,Homo sapiens,Expression profiling by array; Methylation profiling by genome tiling array,NoData,GPL16100 GPL2040,45,GSE41216,GSE41216
9459,Integrative Transcriptomic Profiling reveals Hepatic Stem-like Phenotype and Interplay of EMT and miR-200c in Intrahepatic Cholangiocarcinoma,Homo sapiens,Expression profiling by array; Non-coding RNA profiling by array,NoData,GPL6244 GPL14732,72,GSE32958,GSE32958
9460,Gene expression analysis of peripheral blood mononuclear cells prior to and following vaccination of human volunteers with the novel TB vaccine candidate MVA85A,Homo sapiens,Expression profiling by array,NoData,GPL10558,96,GSE40719,GSE40719
9461,"Expression data from serous ovarian carcinomas, serous ovarian borderline tumors and surface epithelium scrapings from normal ovaries",Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE36668,GSE36668
9462,autologous pairs of cutaneous melanocyte and melanoma cell cultures,Homo sapiens,Expression profiling by array,NoData,GPL570,10,GSE38312,GSE38312
9463,Commonly altered genomic regions in acute myeloid leukemia are enriched for somatic mutations involved in chromatin-remodeling and splicing,Homo sapiens,Expression profiling by array,NoData,GPL570,17,GSE38987,GSE38987
9464,Impact of Ischemia and Procurement Conditions on Gene Expression in Renal Cell Carcinoma,Homo sapiens,Expression profiling by array,GDS4547,GPL570,140,GSE41137,GSE41137
9465,Gene alteration in A549 cells by disinfectant PHMG,Homo sapiens,Expression profiling by array,,,0,GSE41156,GSE41156
9466,FBP1 expression in basal-like breast cancer MDA-MB231 and Hs578T cells,Homo sapiens,Expression profiling by array,NoData,GPL6244,4,GSE41158,GSE41158
9467,Tobacco smoke exposure-related pathway gene expression signature in the bronchial airway epithelium,Homo sapiens,Expression profiling by array,NoData,GPL10200,52,GSE37058,GSE37058
9468,Cellular Origin and Pathophysiology of Chronic Lymphocytic Leukemia,Homo sapiens,Expression profiling by array,NoData,GPL570 GPL6244,65,GSE36907,GSE36907
9469,Whole genome expression profile of lung epithelial cells following chronic arsenic exposure,Homo sapiens,Expression profiling by array,NoData,GPL6480,7,GSE33520,GSE33520
9470,Genes up and down regulated in LNCaP cells overexpressing MED1,Homo sapiens,Expression profiling by array,GDS4846,GPL571,4,GSE41150,GSE41150
9471,Expression profiling of Low-Risk Myelodysplastic Syndromes (MDSs),Homo sapiens,Expression profiling by array,NoData,GPL16100,25,GSE41130,GSE41130
9472,Gene expression profiles in human alveolar epithelial cell line exposure to impurity-free single-wall carbon nanotubes,Homo sapiens,Expression profiling by array,NoData,GPL13497,12,GSE41101,GSE41101
9473,Ocular fibroblast types differ in their mRNA profiles - implications for fibrosis prevention after aqueous shunt implantation,Homo sapiens,Expression profiling by array,NoData,GPL6244,14,GSE40929,GSE40929
9474,Major functional transcriptome of an inferred center regulator of an ER(-) breast cancer model system,Homo sapiens,Expression profiling by array,NoData,GPL887,102,GSE32641,GSE32641
9475,Gene expression profiles of induced pluripotent mesenchymal stromal cells [Affymetrix],Homo sapiens,Expression profiling by array,NoData,GPL6244,8,GSE38806,GSE38806
9476,Analysis of TALE homeobox genes in neuroblastic tumors and Cell lines,Homo sapiens,Expression profiling by array,NoData,GPL570,27,GSE18272,GSE18272
9477,Analysis of TALE homeobox genes in neuroblastic tumors: ganglioneuroblastoma and ganglioneuroma,Homo sapiens,Expression profiling by array,NoData,GPL570,22,GSE18271,GSE18271
9478,Epigenetic polymorphism and the stochastic formation of differentially methylated regions in normal and cancerous tissues,Homo sapiens,Genome binding/occupancy profiling by high throughput sequencing; Methylation profiling by high throughput sequencing; Expression profiling by array,NoData,GPL10999 GPL6244,35,GSE41050,GSE41050
9479,Epigenetic polymorphism and the stochastic formation of differentially methylated regions in normal and cancerous tissues (Gene Expression data),Homo sapiens,Expression profiling by array,NoData,GPL6244,14,GSE41049,GSE41049
9480,Integrated bioinformatic and wet-lab approach to identify potential oncogenic networks in neuroblastoma: MEIS1,Homo sapiens,Expression profiling by array,NoData,GPL570,5,GSE17827,GSE17827
9481,ZNF750 in late keratinocyte differentiation,Homo sapiens,Expression profiling by array,GDS4599,GPL6244,6,GSE38039,GSE38039
9482,Transcriptome changes affecting hedgehog and cytokine signalling in the umbilical cord in late pregnancy: implications for disease risk,Homo sapiens,Expression profiling by array,NoData,GPL14550,38,GSE37100,GSE37100
9483,Pluripotent Stem Cells Escape From Senescence-Associated DNA Methylation Changes,Homo sapiens,Expression profiling by array; Methylation profiling by genome tiling array,NoData,GPL13534 GPL6244,38,GSE37067,GSE37067
9484,Long-term culture associated gene expression changes in MSC [Affymetrix],Homo sapiens,Expression profiling by array,NoData,GPL6244,6,GSE37065,GSE37065
9485,Expression data from trisomy 21 and euploid induced pluripotent stem cell hematopoietic progenitors,Homo sapiens,Expression profiling by array,GDS4377,GPL6244,6,GSE35561,GSE35561
9486,Progressive Activation of Th2/Th22 characterizes acute and chronic atopic dermatitis,Homo sapiens,Expression profiling by array,NoData,GPL570,39,GSE36842,GSE36842
9487,Human monocyte-derived DCs: effect of IL-4 superkines,Homo sapiens,Expression profiling by array,NoData,GPL13607,16,GSE40200,GSE40200
9488,Slug overexpression,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by array,NoData,GPL15338 GPL16086,6,GSE41028,GSE41028
9489,"Expression analysis of HepG2, HepG2-slug and HepG2-slug on Matrigel",Homo sapiens,Expression profiling by array,NoData,GPL15338,3,GSE41026,GSE41026
9490,Gene Expression Profile of Epiretinal Fibrous Membrane Associated with Proliferative Vitreoretinopathy,Homo sapiens,Expression profiling by array,NoData,GPL6884,6,GSE41019,GSE41019
9491,Transcriptional profiling of hypoxic cells and identification of HEXIM1-dependent genes.,Homo sapiens,Expression profiling by array,NoData,GPL14550,5,GSE41023,GSE41023
9492,Genetic module and miRNome trait analyses reflect the distinct biological features of endothelial progenitor cells from different anatomic locations,Homo sapiens,Expression profiling by array,GDS4403,GPL570,4,GSE39763,GSE39763
9493,EZH2 promotes a bi-lineage identity in basal-like breast cancer cells,Homo sapiens,Expression profiling by array,NoData,GPL6244,16,GSE36939,GSE36939
9494,Minimal peroxide exposure of neuronal cells induces multifaceted adaptive responses.,Homo sapiens,Expression profiling by array,NoData,GPL6947,42,GSE22525,GSE22525
9495,FC-IBC-02: A New in vitro-in vivo Model of Triple Negative Inflammatory Breast Cancer,Homo sapiens,Expression profiling by array,NoData,GPL570,14,GSE40464,GSE40464
