num, name, organism, type, Dataset, Platforms, samples, series
996,"Epidermal stem cell and transit-amplifying cell (HG-U133B)","Homo sapiens","Expression profiling by array, count, 2 cell type sets","GDS2396","GPL97",12,"GSE4858"
997,"Epidermal stem cell and transit-amplifying cell (HG-U133A)","Homo sapiens","Expression profiling by array, count, 2 cell type sets","GDS2395","GPL96",12,"GSE4858"
998,"Cardiac allograft rejection and response to immunosuppressive therapy: peripheral blood","Homo sapiens","Expression profiling by array, transformed count, 3 individual sets","GDS2386","GPL96",21,"GSE5967"
999,"Xenograft model of prostate carcinoma progression","Homo sapiens; Mus musculus","Expression profiling by array, log2 ratio, 4 disease state, 3 other, 10 protocol, 14 specimen sets","GDS2384","GPL3349",52,"GSE4084"
1000,"Atopic dermatitis (HG-U133B)","Homo sapiens","Expression profiling by array, count, 3 development stage, 2 disease state, 11 individual sets","GDS2382","GPL97",17,"GSE5667"
1001,"Atopic dermatitis (HG-U133A)","Homo sapiens","Expression profiling by array, count, 3 development stage, 2 disease state, 11 individual sets","GDS2381","GPL96",17,"GSE5667"
1002,"UTP and alpha-chemokine CXCL12 effect on CD34+ hematopoietic stem cells","Homo sapiens","Expression profiling by array, count, 4 agent sets","GDS2378","GPL96",4,"GSE5168"
1003,"Glucose-dependent insulinotropic peptide-dependent adrenal hyperplasia","Homo sapiens","Expression profiling by array, count, 5 disease state sets","GDS2374","GPL570",14,"GSE4060"
1004,"Squamous cell lung carcinomas","Homo sapiens","Expression profiling by array, count, 6 disease state, 2 gender, 12 other sets","GDS2373","GPL96",130,"GSE4573"
1005,"Preadipocytes from anatomically separate fat depots (HG-U133B)","Homo sapiens","Expression profiling by array, count, 2 development stage, 3 tissue sets","GDS2368","GPL97",18,"GSE1657"
1006,"Tamoxifen effect on breast cancer cell line expressing estrogen receptor alpha and beta","Homo sapiens","Expression profiling by array, count, 3 agent, 2 infection sets","GDS2367","GPL96",17,"GSE4025"
1007,"Preadipocytes from anatomically separate fat depots (HG-U133A)","Homo sapiens","Expression profiling by array, count, 2 cell line, 3 development stage, 3 tissue sets","GDS2366","GPL96",24,"GSE1657"
1008,"Presymptomatic and symptomatic malaria: peripheral blood mononuclear cells","Homo sapiens","Expression profiling by array, count, 2 agent, 3 disease state, 3 infection sets","GDS2362","GPL96",71,"GSE5418"
1009,"DJ-1 knockdown effect on lung carcinoma cell line","Homo sapiens","Expression profiling by array, count, 3 protocol sets","GDS2358","GPL96",5,"GSE5519"
1010,"Hair follicles from males and females","Homo sapiens","Expression profiling by array, count, 2 gender sets","GDS2356","GPL201",10,"GSE3058"
1011,"T cell receptor-independent basal signaling in unstimulated Jurkat T cells","Homo sapiens","Expression profiling by array, log2 ratio, 6 cell line, 2 genotype/variation, 2 protocol sets","GDS2352","GPL3084",21,"GSE3922"
1012,"Chronic phase chronic myelogenous leukemia: CD34+ hematopoietic stem and progenitor cells","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS2342","GPL201",17,"GSE5550"
1013,"Type I and Type II interferons effect on lung epithelial cell line: time course","Homo sapiens","Expression profiling by array, count, 4 agent, 2 time sets","GDS2341","GPL96",32,"GSE5542"
1014,"Hepatitis B surface antigen effect on hepatoma cell line","Homo sapiens","Expression profiling by array, count, 2 agent, 2 time sets","GDS2339","GPL570",4,"GSE4549"
1015,"Neisseria meningitidis non-adherent mutant infected umbilical vein endothelial cells: time course","Homo sapiens","Expression profiling by array, count, 3 infection, 2 time sets","GDS2333","GPL96",12,"GSE4646"
1016,"Neisseria meningitidis non-adherent mutant infected umbilical vein endothelial cells","Homo sapiens","Expression profiling by array, count, 4 infection sets","GDS2332","GPL96",11,"GSE4646"
1017,"Low concentrations of 17beta-estradiol effect on breast cancer cell line","Homo sapiens","Expression profiling by array, count, 5 dose sets","GDS2324","GPL96",25,"GSE4668"
1018,"Estrogen-starved breast cancer cell line: time course","Homo sapiens","Expression profiling by array, count, 3 time sets","GDS2323","GPL96",9,"GSE4668"
1019,"Polyethylene glycol-conjugated G-CSF mobilized CD34+ cells","Homo sapiens","Expression profiling by array, transformed count, 2 agent sets","GDS2321","GPL201",16,"GSE4688"
1020,"Exercise effect on white blood cells","Homo sapiens","Expression profiling by array, count, 5 individual, 4 time sets","GDS2310","GPL571",20,"GSE3606"
1021,"Oxidatively modified LDL effect on retinal pigment epithelial cell line","Homo sapiens","Expression profiling by array, count, 3 agent sets","GDS2307","GPL570",9,"GSE5741"
1022,"Gefitinib effect on various non-small cell lung cancer cell lines (HG-U133B)  ","Homo sapiens","Expression profiling by array, transformed count, 18 cell line, 3 other, 2 protocol sets","GDS2298","GPL97",18,"GSE4342"
1023,"Gefitinib effect on various non-small cell lung cancer cell lines (HG-U133A) ","Homo sapiens","Expression profiling by array, transformed count, 41 cell line, 4 other, 2 protocol sets","GDS2297","GPL96",45,"GSE4342"
1024,"Aplidin and cytarabine effect on diffuse large B cell lymphoma cell line","Homo sapiens","Expression profiling by array, count, 4 agent, 2 protocol sets","GDS2295","GPL571",14,"GSE5681"
1025,"Airway epithelial cell response to Pseudomonas aeruginosa rsmA mutant infection","Homo sapiens","Expression profiling by array, count, 3 genotype/variation, 2 infection sets","GDS2287","GPL96",6,"GSE4485"
1026,"Transmigrated neutrophils in the alveolar space of endotoxin-exposed lung","Homo sapiens","Expression profiling by array, count, 2 agent, 3 cell type, 18 individual sets","GDS2255","GPL96",58,"GSE2322"
1027,"Myeloid leukemia cell lines","Homo sapiens","Expression profiling by array, count, 4 cell line, 2 disease state sets","GDS2251","GPL570",4,"GSE3280"
1028,"Basal-like breast cancer tumors","Homo sapiens","Expression profiling by array, transformed count, 4 disease state sets","GDS2250","GPL570",47,"GSE3744"
1029,"Uterine fibroids with mutated fumarate hydratase (II)","Homo sapiens","Expression profiling by array, count, 2 disease state, 3 genotype/variation sets","GDS2246","GPL96",10,"GSE2725"
1030,"Uterine fibroids with mutated fumarate hydratase (I)","Homo sapiens","Expression profiling by array, count, 2 disease state, 2 genotype/variation, 11 individual sets","GDS2245","GPL96",18,"GSE2724"
1031,"Melanoma cell line response to E2F-1 overexpression and doxorubicin treatment","Homo sapiens","Expression profiling by array, count, 3 agent sets","GDS2244","GPL96",6,"GSE2715"
1032,"Acute promyelocytic leukemia","Homo sapiens","Expression profiling by array, log10 ratio, 4 genotype/variation sets","GDS2242","GPL887",18,"GSE2550"
1033,"Trophoblast cell lines","Homo sapiens","Expression profiling by array, transformed count, 2 cell line sets","GDS2241","GPL96",8,"GSE2531"
1034,"Ileocecal epithelial cell line response to Cryptosporidium parvum infection: time course","Homo sapiens","Expression profiling by array, count, 2 infection, 3 other, 5 time sets","GDS2240","GPL8300",18,"GSE2077"
1035,"Hepatitis C virus core protein effect on hepatocyte cell line","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS2239","GPL96",6,"GSE2067"
1036,"Skeletal muscle response to endurance exercise training ","Homo sapiens","Expression profiling by array, log2 ratio, 2 protocol sets","GDS2234","GPL1412",6,"GSE1718"
1037,"Intestinal absorptive cell model response to iron deficiency and overload","Homo sapiens","Expression profiling by array, log10 ratio, 4 agent, 2 growth protocol sets","GDS2230","GPL887",12,"GSE3573"
1038,"Galectin-1 maturative effect on monocyte-derived dendritic cells","Homo sapiens","Expression profiling by array, count, 4 agent sets","GDS2221","GPL570",12,"GSE4984"
1039,"Testicular diffuse large B cell lymphoma: various subtypes","Homo sapiens","Expression profiling by array, log2 ratio, 4 disease state, 2 tissue sets","GDS2219","GPL3408",36,"GSE4296"
1040,"Lipopolysaccharide antagonist effect on lipopolysaccharide-stimulated dendritic cells: time course","Homo sapiens","Expression profiling by array, count, 4 agent, 2 time sets","GDS2216","GPL570",10,"GSE4748"
1041,"Insecticides chlorpyrifos and cyfluthrin effect on primary fetal astrocytes","Homo sapiens","Expression profiling by array, count, 3 agent sets","GDS2215","GPL570",9,"GSE5023"
1042,"Septic neutrophil response to lipopolysaccharide and high mobility group box 1 protein","Homo sapiens","Expression profiling by array, transformed count, 3 agent, 8 individual sets","GDS2214","GPL96",24,"GSE3037"
1043,"Hepatoma cell response to inhibition of DNA methylation and histone deacetylation","Homo sapiens","Expression profiling by array, count, 4 agent sets","GDS2213","GPL570",16,"GSE5230"
1044,"Dilated cardiomyopathy: septum","Homo sapiens","Expression profiling by array, log2 ratio, 2 disease state sets","GDS2206","GPL3050",28,"GSE3586"
1045,"Dilated cardiomyopathy: left ventricle","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS2205","GPL96",12,"GSE3585"
1046,"Universal reference RNA in various amounts","Homo sapiens","Expression profiling by array, count, 4 protocol sets","GDS2204","GPL570",12,"GSE3062"
1047,"Serrated and conventional adenocarcinomas","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS2201","GPL96",37,"GSE4045"
1048,"Non-melanoma skin cancer","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS2200","GPL96",15,"GSE2503"
1049,"Sry-related high mobility group box 4 knockdown effect on adenoid cystic carcinoma cells","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS2193","GPL96",6,"GSE4225"
1050,"Bipolar disorder: orbitofrontal cortex","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS2191","GPL96",21,"GSE5389"
1051,"Bipolar disorder: dorsolateral prefrontal cortex ","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS2190","GPL96",61,"GSE5388"
1052,"BRCA1/CtIP/ZBRK1 repressor complex depletion effect on mammary epithelial cells","Homo sapiens","Expression profiling by array, count, 4 agent sets","GDS2189","GPL570",8,"GSE4754"
1053,"M-CSF and GM-CSF differentiated macrophages response to bacillus Calmette-Guerin (Subset C)","Homo sapiens","Expression profiling by array, log ratio, 2 agent, 2 cell type sets","GDS2183","GPL1295",7,"GSE3408"
1054,"M-CSF and GM-CSF differentiated macrophages response to bacillus Calmette-Guerin (Subset B)","Homo sapiens","Expression profiling by array, log ratio, 2 agent, 2 cell type sets","GDS2182","GPL1294",7,"GSE3408"
1055,"M-CSF and GM-CSF differentiated macrophages response to bacillus Calmette-Guerin (Subset A)","Homo sapiens","Expression profiling by array, log ratio, 2 agent, 2 cell type sets","GDS2180","GPL1293",7,"GSE3408"
1056,"Cockayne syndrome group B protein-null fibroblast rescue  (HG-U133B)","Homo sapiens","Expression profiling by array, count, 3 protocol sets","GDS2176","GPL97",8,"GSE3407"
1057,"Cockayne syndrome group B protein-null fibroblast rescue (HG-U133A)","Homo sapiens","Expression profiling by array, count, 3 protocol sets","GDS2175","GPL96",8,"GSE3407"
1058,"Prostate adenocarcinomas of various Gleason patterns","Homo sapiens","Expression profiling by array, log2 ratio, 3 disease state sets","GDS2171","GPL3834",31,"GSE5132"
1059,"Transcription factor IIF cofactor GAS41 overexpression","Homo sapiens","Expression profiling by array, count, 2 agent, 3 other, 2 protocol sets","GDS2170","GPL2895",12,"GSE5216"
1060,"HIV viremia effect on monocytes","Homo sapiens","Expression profiling by array, count, 2 disease state, 8 individual sets","GDS2168","GPL96",16,"GSE5220"
1061,"Simian immune deficiency virus Nef protein expression effect on CD4+ T cells","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS2164","GPL570",6,"GSE4785"
1062,"Inflammatory dilated cardiomyopathy","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS2154","GPL570",12,"GSE4172"
1063,"Dermatomyositis","Homo sapiens","Expression profiling by array, count, 2 disease state sets","GDS2153","GPL96",9,"GSE5370"
1064,"Cystic fibrosis patients with mild and severe lung disease: nasal respiratory epithelium (HG-U133B)","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS2143","GPL97",20,"GSE2395"
1065,"Cystic fibrosis patients with mild and severe lung disease: nasal respiratory epithelium (HG-U133A)","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS2142","GPL96",19,"GSE2395"
1066,"Rheumatoid arthritis: synovial tissues","Homo sapiens","Expression profiling by array, count, 3 disease state sets","GDS2126","GPL91",15,"GSE1919"
1067,"Methyl-CpG-binding protein 2 binding disruption during neuronal maturation","Homo sapiens","Expression profiling by array, count, 2 agent, 2 cell type, 3 protocol sets","GDS2125","GPL570",12,"GSE4600"
1068,"Myelodysplastic syndromes: CD34+ cells","Homo sapiens","Expression profiling by array, count, 4 disease state sets","GDS2118","GPL570",66,"GSE4619"
1069,"Pheochromocytomas of various genetic origins","Homo sapiens","Expression profiling by array, count, 2 disease state, 6 genotype/variation, 2 other sets","GDS2113","GPL96",75,"GSE2841"
1070,"Adrenal gland across a 24-hour period","Macaca mulatta; Homo sapiens","Expression profiling by array, count, 6 time sets","GDS2110","GPL96",6,"GSE2703"
1071,"Lymphoblastoid cell lines from various CEPH pedigrees","Homo sapiens","Expression profiling by array, count, 20 genotype/variation sets","GDS2106","GPL201",100,"GSE2552"
1072,"Prostaglandin J2 effect on neuroblastoma cell line: time course","Homo sapiens","Expression profiling by array, log2 ratio, 4 time sets","GDS2104","GPL3504",8,"GSE4329"
1073,"Glucocorticoid receptor activation effect on breast cancer cells: time course (series 3)","Homo sapiens","Expression profiling by array, count, 2 agent, 4 time sets","GDS2097","GPL96",8,"GSE4917"
1074,"Glucocorticoid receptor activation effect on breast cancer cells: time course (series 2)","Homo sapiens","Expression profiling by array, count, 2 agent, 4 time sets","GDS2096","GPL96",8,"GSE4917"
